Partner;Dependents;tenure;PhoneService;InternetService;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date;Treatment
Yes;No;71;Yes;No;Two year;Yes;Automatic; 24,25;1732,95;0;2014-06-17;0
No;No;16;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,45;1511,20;1;2018-12-23;0
Yes;No;57;Yes;DSL;Two year;Yes;Electronic check; 59,75;3450,15;0;2015-08-11;1
No;No; 1;No;DSL;Month-to-month;No;Automatic; 24,80;  24,80;1;2020-03-17;1
Yes;No;20;Yes;Fiber optic;Month-to-month;No;Electronic check;107,05;2172,05;0;2018-08-25;1
No;No; 1;Yes;Fiber optic;Month-to-month;No;Mailed check; 70,60;  70,60;1;2020-03-17;1
Yes;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,40; 401,10;1;2019-11-18;1
Yes;No;52;Yes;Fiber optic;Month-to-month;Yes;Electronic check;105,05;5624,85;1;2016-01-08;1
Yes;No;21;Yes;DSL;Month-to-month;Yes;Automatic; 64,95;1339,80;0;2018-07-26;1
No;No;14;No;DSL;Month-to-month;Yes;Electronic check; 55,00; 771,95;0;2019-02-21;0
No;No; 5;Yes;DSL;Month-to-month;No;Automatic; 50,55; 244,75;0;2019-11-18;1
No;No; 6;Yes;DSL;Month-to-month;No;Mailed check; 55,15; 322,90;0;2019-10-19;1
No;No;10;Yes;DSL;Month-to-month;No;Electronic check; 51,20; 498,25;0;2019-06-21;0
No;Yes; 1;Yes;No;Month-to-month;No;Mailed check; 25,40;  25,40;0;2020-03-17;0
No;No;68;Yes;DSL;Month-to-month;No;Mailed check; 54,45;3687,75;0;2014-09-15;1
Yes;Yes;18;Yes;Fiber optic;Month-to-month;No;Mailed check; 95,15;1779,95;1;2018-10-24;1
No;No;22;Yes;Fiber optic;One year;Yes;Automatic; 76,00;1783,60;0;2018-06-26;0
No;No;20;Yes;DSL;Month-to-month;Yes;Electronic check; 44,35; 927,15;0;2018-08-25;0
Yes;No; 1;Yes;Fiber optic;Month-to-month;No;Electronic check; 70,00;  70,00;1;2020-03-17;1
No;No; 8;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,50; 606,55;1;2019-08-20;0
No;No;10;Yes;DSL;Month-to-month;Yes;Automatic; 44,85; 435,40;1;2019-06-21;1
No;No;24;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 76,10;1712,70;1;2018-04-27;0
No;No;35;Yes;DSL;One year;No;Mailed check; 61,20;2021,20;0;2017-06-01;0
Yes;Yes;23;Yes;Fiber optic;One year;No;Mailed check; 86,80;1940,80;0;2018-05-27;0
No;No; 6;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,35; 567,80;0;2019-10-19;0
No;No;12;Yes;No;Month-to-month;No;Mailed check; 19,70; 220,35;0;2019-04-22;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,25;  20,25;0;2020-03-17;1
Yes;Yes;71;Yes;Fiber optic;Two year;No;Electronic check; 76,05;5436,45;0;2014-06-17;1
Yes;No;35;Yes;Fiber optic;Month-to-month;Yes;Electronic check;100,80;3437,50;0;2017-06-01;0
Yes;Yes;40;Yes;DSL;Month-to-month;Yes;Electronic check; 74,55;3015,75;0;2017-01-02;0
No;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 73,60;  73,60;1;2020-03-17;0
No;No;23;Yes;DSL;One year;Yes;Automatic; 64,90;1509,80;0;2018-05-27;0
No;No; 4;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 95,45; 396,10;1;2019-12-18;0
No;No; 4;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 90,40; 356,65;0;2019-12-18;1
Yes;Yes;68;No;DSL;Two year;No;Automatic; 60,30;4109,00;0;2014-09-15;0
No;Yes;38;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 81,85;3141,70;0;2017-03-03;0
Yes;Yes;52;Yes;No;Two year;No;Mailed check; 24,80;1229,10;0;2016-01-08;1
Yes;No;32;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,90;2303,35;1;2017-08-30;1
Yes;Yes;29;Yes;DSL;Two year;No;Mailed check; 75,55;2054,40;0;2017-11-28;0
Yes;Yes;38;Yes;Fiber optic;Month-to-month;No;Electronic check;101,15;3741,85;0;2017-03-03;1
No;Yes;48;Yes;DSL;One year;Yes;Automatic; 78,75;3682,45;0;2016-05-07;1
No;No; 1;Yes;No;Month-to-month;Yes;Automatic; 19,25;  19,25;0;2020-03-17;0
No;No;22;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,05;1886,25;0;2018-06-26;1
No;No;43;Yes;Fiber optic;Two year;No;Automatic;115,05;4895,10;0;2016-10-04;1
Yes;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,35; 341,60;0;2019-11-18;1
No;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,60; 415,55;1;2019-11-18;0
Yes;Yes;51;Yes;Fiber optic;One year;No;Automatic;110,05;5686,40;0;2016-02-07;1
No;No;71;Yes;No;Two year;Yes;Automatic; 19,90;1355,10;0;2014-06-17;0
Yes;Yes;38;Yes;DSL;One year;No;Automatic; 80,30;3058,65;1;2017-03-03;1
Yes;No;24;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 93,15;2231,05;1;2018-04-27;0
Yes;No;35;Yes;Fiber optic;Month-to-month;Yes;Automatic; 91,50;3236,35;0;2017-06-01;1
No;No;54;Yes;DSL;One year;No;Automatic; 82,45;4350,10;1;2015-11-09;1
Yes;Yes;72;No;DSL;Two year;Yes;Electronic check; 60,00;4264,00;0;2014-05-18;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Electronic check; 44,80;  44,80;0;2020-03-17;0
Yes;Yes; 9;Yes;DSL;One year;No;Mailed check; 48,60; 422,30;0;2019-07-21;0
No;No;69;No;DSL;Two year;Yes;Automatic; 60,05;4176,70;0;2014-08-16;0
Yes;No;52;Yes;Fiber optic;Month-to-month;Yes;Automatic;102,70;5138,10;0;2016-01-08;0
Yes;No;11;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 82,90; 880,05;0;2019-05-22;0
No;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,35; 139,05;1;2020-02-16;0
Yes;Yes;28;No;DSL;Month-to-month;Yes;Electronic check; 35,90; 973,65;0;2017-12-28;1
No;No;17;Yes;Fiber optic;Month-to-month;Yes;Automatic; 82,65;1470,05;0;2018-11-23;1
Yes;Yes;35;Yes;No;Two year;Yes;Mailed check; 19,85; 739,35;0;2017-06-01;0
No;No; 8;Yes;No;One year;Yes;Mailed check; 19,20; 161,95;0;2019-08-20;0
No;No;46;Yes;Fiber optic;One year;Yes;Automatic; 94,90;4422,95;0;2016-07-06;1
No;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 73,85; 511,25;1;2019-09-19;1
No;No; 2;Yes;Fiber optic;Month-to-month;No;Mailed check; 80,60; 155,80;1;2020-02-16;1
Yes;Yes;68;Yes;DSL;One year;Yes;Automatic; 75,80;5293,95;1;2014-09-15;0
No;No;43;Yes;Fiber optic;Two year;Yes;Electronic check;104,60;4759,85;1;2016-10-04;1
No;No;68;Yes;DSL;Two year;Yes;Electronic check; 88,15;6148,45;0;2014-09-15;1
No;No;36;Yes;Fiber optic;Month-to-month;Yes;Automatic; 94,80;3565,65;0;2017-05-02;1
Yes;No;63;Yes;Fiber optic;Month-to-month;Yes;Electronic check;103,40;6603,00;1;2015-02-12;1
No;No;32;Yes;DSL;Month-to-month;No;Automatic; 54,65;1830,10;0;2017-08-30;0
Yes;No;71;Yes;DSL;Two year;No;Automatic; 85,75;6223,80;0;2014-06-17;0
Yes;Yes;66;Yes;DSL;Month-to-month;Yes;Automatic; 67,45;4508,65;0;2014-11-14;1
No;No;63;Yes;No;One year;No;Mailed check; 20,50;1328,15;0;2015-02-12;0
No;Yes;41;Yes;No;One year;Yes;Automatic; 20,25; 865,00;0;2016-12-03;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 72,10;  72,10;0;2020-03-17;1
No;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 90,40; 168,20;1;2020-02-16;1
Yes;No;70;Yes;No;Two year;No;Automatic; 19,45;1303,50;0;2014-07-17;0
No;No;23;No;DSL;Month-to-month;Yes;Electronic check; 44,95; 996,85;0;2018-05-27;1
Yes;No;64;Yes;Fiber optic;One year;No;Automatic; 97,00;6430,90;0;2015-01-13;0
Yes;Yes;37;Yes;DSL;Two year;Yes;Automatic; 62,80;2278,75;0;2017-04-02;1
No;Yes;17;Yes;DSL;One year;No;Mailed check; 44,60; 681,40;0;2018-11-23;1
No;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,15; 574,35;0;2019-09-19;1
Yes;Yes; 4;Yes;Fiber optic;Month-to-month;Yes;Automatic; 84,80; 371,90;1;2019-12-18;1
No;No;21;No;DSL;Month-to-month;Yes;Electronic check; 41,90; 840,10;1;2018-07-26;1
No;No;10;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,25; 846,00;1;2019-06-21;0
No;No;16;Yes;DSL;Month-to-month;Yes;Electronic check; 54,10; 889,00;0;2018-12-23;0
Yes;No;64;Yes;Fiber optic;Two year;Yes;Electronic check;105,25;6823,40;0;2015-01-13;0
Yes;No;27;No;DSL;Month-to-month;No;Automatic; 30,75; 805,10;1;2018-01-27;0
Yes;Yes;42;Yes;Fiber optic;One year;No;Electronic check; 97,10;4016,75;0;2016-11-03;0
No;Yes; 5;Yes;No;Month-to-month;No;Mailed check; 20,20;  83,75;0;2019-11-18;1
No;No;41;Yes;Fiber optic;Two year;Yes;Automatic; 98,80;3959,15;0;2016-12-03;0
Yes;No;58;Yes;DSL;One year;No;Automatic; 50,30;2878,55;0;2015-07-12;0
No;No;47;Yes;No;Two year;Yes;Mailed check; 20,55; 945,70;0;2016-06-06;1
No;No;18;Yes;Fiber optic;Month-to-month;Yes;Automatic; 75,90;1373,05;0;2018-10-24;1
No;No; 5;Yes;Fiber optic;Month-to-month;No;Automatic; 96,50; 492,55;1;2019-11-18;1
Yes;No;23;Yes;DSL;Month-to-month;Yes;Automatic; 59,95;1406,00;0;2018-05-27;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 19,15;  19,15;0;2020-03-17;0
Yes;No;71;Yes;Fiber optic;One year;Yes;Automatic; 98,65;6962,85;0;2014-06-17;1
Yes;Yes;72;Yes;Fiber optic;Two year;Yes;Automatic;112,60;8126,65;0;2014-05-18;0
Yes;Yes;33;Yes;No;One year;No;Mailed check; 20,60; 690,25;0;2017-07-31;1
No;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,65; 181,50;1;2020-02-16;1
No;Yes;24;No;DSL;Two year;No;Mailed check; 35,75; 830,80;0;2018-04-27;0
Yes;Yes;56;Yes;Fiber optic;One year;Yes;Automatic; 99,75;5608,40;0;2015-09-10;0
No;No;37;Yes;Fiber optic;Month-to-month;Yes;Automatic; 96,10;3646,80;0;2017-04-02;0
No;No;43;Yes;DSL;One year;No;Automatic; 85,10;3662,25;0;2016-10-04;1
No;No; 1;No;DSL;Month-to-month;No;Mailed check; 25,35;  25,35;0;2020-03-17;0
Yes;No;25;Yes;Fiber optic;Month-to-month;Yes;Automatic;104,95;2566,50;1;2018-03-28;1
No;No;61;Yes;DSL;Two year;No;Electronic check; 89,65;5308,70;0;2015-04-13;1
No;No;17;Yes;Fiber optic;One year;No;Electronic check; 86,75;1410,25;0;2018-11-23;0
Yes;No;41;Yes;Fiber optic;One year;Yes;Automatic; 86,20;3339,05;0;2016-12-03;0
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 50,65;  50,65;1;2020-03-17;1
Yes;Yes;72;No;DSL;Two year;Yes;Automatic; 64,80;4732,35;0;2014-05-18;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,85;  90,85;1;2020-03-17;1
No;No;48;Yes;Fiber optic;Two year;Yes;Automatic;108,10;5067,45;0;2016-05-07;0
Yes;No;11;Yes;No;Month-to-month;No;Mailed check; 19,95; 214,75;1;2019-05-22;1
Yes;No;55;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,45;4874,70;1;2015-10-10;0
No;No;42;No;DSL;One year;Yes;Electronic check; 54,75;2348,45;0;2016-11-03;0
No;No;44;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 90,40;4063,00;0;2016-09-04;1
No;Yes; 1;Yes;DSL;Month-to-month;No;Electronic check; 44,00;  44,00;0;2020-03-17;0
No;No;27;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,60;2595,25;0;2018-01-27;0
Yes;No;27;Yes;DSL;Month-to-month;Yes;Automatic; 84,80;2309,55;0;2018-01-27;1
No;No; 2;Yes;DSL;Month-to-month;Yes;Electronic check; 44,30;  89,30;0;2020-02-16;1
No;No;19;Yes;No;Month-to-month;No;Mailed check; 19,90; 367,55;0;2018-09-24;1
Yes;No;42;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 95,05;3944,50;0;2016-11-03;1
No;No;66;Yes;DSL;Two year;Yes;Automatic; 90,05;5965,95;0;2014-11-14;1
Yes;No;33;Yes;Fiber optic;Month-to-month;Yes;Automatic;109,90;3694,70;0;2017-07-31;1
No;No;34;Yes;Fiber optic;Month-to-month;Yes;Automatic; 73,95;2524,45;1;2017-07-01;0
No;No;33;No;DSL;Month-to-month;Yes;Electronic check; 54,60;1803,70;0;2017-07-31;0
Yes;Yes;23;Yes;No;One year;No;Mailed check; 20,05; 415,10;0;2018-05-27;1
No;No;32;Yes;No;One year;No;Automatic; 19,75; 624,15;0;2017-08-30;0
No;No;11;Yes;No;One year;No;Automatic; 20,05; 237,70;0;2019-05-22;0
Yes;Yes;69;Yes;Fiber optic;Month-to-month;Yes;Automatic; 99,45;7007,60;1;2014-08-16;1
Yes;No;68;Yes;DSL;One year;No;Automatic; 55,90;3848,80;0;2014-09-15;1
No;No;20;Yes;No;Two year;Yes;Mailed check; 19,70; 419,40;0;2018-08-25;0
No;No;72;Yes;No;Two year;Yes;Automatic; 19,80;1468,75;0;2014-05-18;1
Yes;Yes;60;Yes;Fiber optic;One year;Yes;Automatic; 95,40;5812,00;0;2015-05-13;1
Yes;Yes;32;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 93,95;2861,45;0;2017-08-30;0
No;No; 1;Yes;No;Month-to-month;Yes;Mailed check; 19,90;  19,90;1;2020-03-17;0
No;No; 1;Yes;No;Month-to-month;Yes;Mailed check; 19,60;  19,60;1;2020-03-17;1
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,35; 233,70;1;2020-01-17;0
Yes;No;46;Yes;No;One year;Yes;Automatic; 24,45;1066,15;0;2016-07-06;1
Yes;No;29;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,95;2149,05;0;2017-11-28;1
No;No;51;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 87,35;4473,00;0;2016-02-07;1
Yes;No;48;Yes;Fiber optic;Month-to-month;Yes;Automatic; 70,65;3545,05;0;2016-05-07;1
Yes;Yes;16;Yes;Fiber optic;Month-to-month;No;Automatic; 73,25;1195,75;0;2018-12-23;0
Yes;No;70;Yes;Fiber optic;Two year;Yes;Automatic; 98,70;6858,90;0;2014-07-17;0
Yes;Yes;40;Yes;No;Two year;Yes;Mailed check; 24,80;1024,70;0;2017-01-02;0
Yes;Yes;22;Yes;Fiber optic;Month-to-month;No;Electronic check; 83,30;1845,90;1;2018-06-26;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Automatic; 75,30;  75,30;1;2020-03-17;1
Yes;Yes; 5;Yes;No;Month-to-month;Yes;Mailed check; 24,30; 132,25;0;2019-11-18;0
No;No; 7;Yes;Fiber optic;Month-to-month;Yes;Automatic; 69,85; 515,45;0;2019-09-19;1
No;Yes;29;Yes;Fiber optic;One year;No;Automatic;100,55;2830,45;0;2017-11-28;0
Yes;Yes;44;Yes;No;One year;No;Mailed check; 25,70;1110,50;0;2016-09-04;1
No;No;10;No;DSL;Month-to-month;No;Automatic; 40,70; 449,30;0;2019-06-21;1
Yes;No;55;Yes;DSL;Month-to-month;No;Automatic; 51,65;2838,55;0;2015-10-10;0
Yes;No;52;Yes;Fiber optic;One year;Yes;Automatic;105,10;5376,40;0;2016-01-08;0
Yes;Yes;10;Yes;Fiber optic;Month-to-month;No;Electronic check; 85,95; 858,60;0;2019-06-21;1
No;No;18;Yes;Fiber optic;Month-to-month;Yes;Automatic; 75,60;1395,05;0;2018-10-24;0
Yes;No;68;Yes;DSL;One year;No;Automatic; 58,25;3975,70;0;2014-09-15;0
Yes;Yes;61;Yes;No;Month-to-month;Yes;Mailed check; 19,40;1182,55;1;2015-04-13;0
Yes;Yes;72;No;DSL;Two year;Yes;Automatic; 65,20;4784,45;0;2014-05-18;1
No;No; 2;Yes;DSL;Month-to-month;No;Electronic check; 53,45; 119,50;0;2020-02-16;1
No;No;12;Yes;DSL;Month-to-month;Yes;Automatic; 45,40; 518,90;1;2019-04-22;1
Yes;No;41;Yes;No;Two year;Yes;Electronic check; 19,75; 899,45;0;2016-12-03;0
No;No;26;No;DSL;Month-to-month;Yes;Automatic; 44,45;1183,80;0;2018-02-26;0
Yes;No;36;Yes;No;One year;No;Automatic; 20,85; 720,05;0;2017-05-02;1
Yes;Yes;72;Yes;Fiber optic;Two year;Yes;Automatic;114,05;8468,20;0;2014-05-18;0
Yes;No;35;Yes;Fiber optic;Month-to-month;Yes;Automatic; 89,85;3161,20;0;2017-06-01;0
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 55,05;  55,05;0;2020-03-17;0
Yes;Yes;16;Yes;Fiber optic;Month-to-month;Yes;Electronic check;112,95;1882,55;0;2018-12-23;1
No;No;49;Yes;Fiber optic;Month-to-month;No;Automatic;101,55;5070,40;0;2016-04-07;1
Yes;No;54;Yes;Fiber optic;One year;Yes;Mailed check;114,65;6049,50;0;2015-11-09;0
No;Yes;18;Yes;DSL;Month-to-month;No;Electronic check; 64,80;1166,70;0;2018-10-24;0
Yes;No;36;Yes;Fiber optic;Month-to-month;No;Electronic check; 80,40;2937,65;0;2017-05-02;1
No;No;60;Yes;Fiber optic;Month-to-month;Yes;Electronic check;105,90;6396,45;1;2015-05-13;0
No;No; 1;Yes;Fiber optic;Month-to-month;No;Mailed check; 69,55;  69,55;1;2020-03-17;0
Yes;Yes;52;Yes;No;Two year;Yes;Automatic; 25,05;1270,25;0;2016-01-08;0
Yes;Yes; 8;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,75; 759,55;0;2019-08-20;0
Yes;Yes;72;Yes;Fiber optic;Two year;No;Automatic;105,50;7611,55;0;2014-05-18;0
No;No;64;Yes;No;One year;No;Mailed check; 24,70;1642,75;0;2015-01-13;1
No;No;22;Yes;DSL;Month-to-month;Yes;Mailed check; 69,75;1545,40;0;2018-06-26;0
Yes;No;60;No;DSL;Month-to-month;Yes;Automatic; 60,20;3582,40;0;2015-05-13;0
Yes;Yes;28;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,05;2227,10;1;2017-12-28;0
Yes;No;61;Yes;No;Two year;No;Mailed check; 24,40;1417,90;0;2015-04-13;1
No;No;24;Yes;Fiber optic;Month-to-month;Yes;Electronic check;104,15;2494,65;0;2018-04-27;0
Yes;Yes;28;Yes;Fiber optic;One year;No;Automatic; 92,90;2768,35;0;2017-12-28;1
Yes;Yes;30;Yes;DSL;Two year;No;Automatic; 80,80;2369,30;0;2017-10-29;0
Yes;No; 2;Yes;No;Month-to-month;No;Mailed check; 20,00;  38,00;0;2020-02-16;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,10;  75,10;0;2020-03-17;1
No;Yes; 6;Yes;No;Month-to-month;No;Mailed check; 19,65; 100,90;0;2019-10-19;1
Yes;No;24;Yes;DSL;Month-to-month;Yes;Automatic; 69,45;1614,05;0;2018-04-27;0
Yes;Yes; 4;Yes;Fiber optic;Month-to-month;No;Electronic check;101,15; 385,90;1;2019-12-18;1
No;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 99,80; 673,25;1;2019-09-19;0
Yes;No;72;Yes;Fiber optic;Two year;Yes;Automatic;116,05;8404,90;0;2014-05-18;1
No;No;70;No;DSL;Two year;Yes;Mailed check; 40,05;2799,75;0;2014-07-17;0
Yes;No;64;Yes;Fiber optic;Two year;No;Electronic check;102,10;6538,45;0;2015-01-13;1
Yes;Yes;72;Yes;Fiber optic;One year;Yes;Electronic check; 89,70;6588,95;0;2014-05-18;1
No;Yes;44;Yes;No;Two year;No;Mailed check; 19,90; 868,10;0;2016-09-04;0
Yes;Yes;13;Yes;DSL;Month-to-month;No;Electronic check; 55,95; 734,35;1;2019-03-23;1
No;No;17;Yes;No;One year;No;Mailed check; 20,65; 330,60;0;2018-11-23;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Electronic check; 55,00;  55,00;1;2020-03-17;1
Yes;No; 9;Yes;DSL;Month-to-month;Yes;Mailed check; 70,05; 564,40;0;2019-07-21;1
Yes;No;24;Yes;DSL;Month-to-month;No;Mailed check; 53,60;1315,35;0;2018-04-27;0
Yes;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,70;  74,70;1;2020-03-17;1
No;No;24;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,25;1861,50;1;2018-04-27;0
Yes;Yes;35;Yes;DSL;Month-to-month;Yes;Electronic check; 76,05;2747,20;0;2017-06-01;0
Yes;Yes; 7;Yes;DSL;Month-to-month;Yes;Electronic check; 75,70; 554,05;0;2019-09-19;0
No;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 96,10; 453,40;1;2019-11-18;1
No;Yes;15;Yes;Fiber optic;Month-to-month;No;Automatic; 69,00; 994,80;1;2019-01-22;0
Yes;Yes;11;Yes;No;Two year;No;Mailed check; 19,65; 225,75;0;2019-05-22;1
Yes;No;48;No;DSL;Month-to-month;Yes;Automatic; 45,30;2145,00;1;2016-05-07;1
No;No;20;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,45;1671,60;0;2018-08-25;0
Yes;No;72;Yes;Fiber optic;One year;Yes;Automatic;108,50;8003,80;0;2014-05-18;1
Yes;Yes; 8;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 83,55; 680,05;1;2019-08-20;1
Yes;Yes;72;Yes;Fiber optic;Two year;Yes;Automatic; 84,50;6130,85;0;2014-05-18;0
No;No;15;Yes;Fiber optic;Month-to-month;Yes;Electronic check;100,15;1415,00;0;2019-01-22;1
No;No;72;Yes;DSL;Two year;Yes;Automatic; 88,60;6201,95;0;2014-05-18;0
No;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,35;  74,35;1;2020-03-17;0
Yes;Yes;63;Yes;Fiber optic;Two year;Yes;Automatic;104,80;6597,25;0;2015-02-12;1
No;No; 2;Yes;DSL;Month-to-month;Yes;Electronic check; 59,00; 114,15;0;2020-02-16;0
Yes;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,40; 139,40;1;2020-02-16;1
Yes;No;61;Yes;DSL;One year;No;Automatic; 64,05;3902,60;0;2015-04-13;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,40;  20,40;0;2020-03-17;1
No;No;22;No;DSL;One year;Yes;Automatic; 43,75; 903,60;1;2018-06-26;1
Yes;No;28;Yes;DSL;Month-to-month;No;Mailed check; 60,90;1785,65;0;2017-12-28;0
Yes;No;70;Yes;No;Two year;No;Automatic; 19,80;1397,65;0;2014-07-17;1
No;No; 5;No;DSL;Month-to-month;No;Electronic check; 28,45; 131,05;1;2019-11-18;1
No;No;12;Yes;Fiber optic;Month-to-month;Yes;Automatic; 99,70;1238,45;1;2019-04-22;1
No;No;34;Yes;Fiber optic;One year;No;Automatic;116,25;3899,05;0;2017-07-01;1
Yes;No;71;Yes;Fiber optic;Two year;Yes;Automatic; 80,70;5676,00;0;2014-06-17;1
Yes;Yes;70;Yes;DSL;One year;No;Automatic; 65,20;4543,15;0;2014-07-17;0
Yes;Yes;52;Yes;Fiber optic;Month-to-month;Yes;Automatic; 84,05;4326,80;0;2016-01-08;1
No;Yes;69;Yes;DSL;Two year;Yes;Automatic; 79,45;5502,55;0;2014-08-16;0
No;No;20;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,10;1782,40;1;2018-08-25;0
No;Yes;11;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 78,00; 851,80;0;2019-05-22;0
Yes;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,20; 167,50;1;2020-02-16;1
Yes;Yes; 6;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,50; 502,85;1;2019-10-19;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 19,85;  19,85;0;2020-03-17;0
Yes;Yes;20;Yes;Fiber optic;One year;No;Automatic; 94,30;1818,30;0;2018-08-25;0
No;No;61;Yes;Fiber optic;Month-to-month;Yes;Electronic check;106,45;6300,15;0;2015-04-13;0
Yes;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,35; 334,80;1;2019-11-18;0
No;No;56;Yes;Fiber optic;Month-to-month;Yes;Automatic;105,45;5916,95;0;2015-09-10;1
No;No;30;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,00;2852,40;0;2017-10-29;1
No;No;40;Yes;Fiber optic;Month-to-month;No;Automatic;104,80;4131,95;1;2017-01-02;1
No;No;28;Yes;DSL;One year;No;Mailed check; 54,30;1546,30;0;2017-12-28;1
Yes;No; 5;Yes;Fiber optic;Month-to-month;No;Electronic check; 70,05; 302,60;0;2019-11-18;0
Yes;No;27;Yes;Fiber optic;Month-to-month;Yes;Automatic; 75,20;1929,35;1;2018-01-27;1
No;No;12;Yes;No;Month-to-month;No;Automatic; 20,05; 265,45;0;2019-04-22;1
Yes;Yes;67;Yes;Fiber optic;One year;Yes;Electronic check;105,40;6989,45;0;2014-10-15;1
Yes;No;29;Yes;DSL;Month-to-month;Yes;Electronic check; 51,60;1442,00;0;2017-11-28;1
Yes;Yes;55;Yes;Fiber optic;Month-to-month;No;Automatic; 85,50;4713,40;0;2015-10-10;1
No;No;23;Yes;Fiber optic;Month-to-month;No;Automatic; 75,60;1758,60;1;2018-05-27;1
Yes;No;34;Yes;Fiber optic;Month-to-month;Yes;Electronic check;100,05;3480,00;1;2017-07-01;1
No;No;52;Yes;Fiber optic;One year;No;Electronic check; 91,25;4738,30;0;2016-01-08;1
Yes;Yes;72;Yes;Fiber optic;Two year;Yes;Automatic;115,75;8399,15;0;2014-05-18;1
Yes;Yes;58;Yes;Fiber optic;One year;Yes;Automatic; 94,70;5430,35;0;2015-07-12;1
Yes;Yes;35;Yes;No;Two year;No;Mailed check; 19,60; 686,95;0;2017-06-01;1
No;No;56;Yes;Fiber optic;Two year;Yes;Automatic; 99,90;5706,30;0;2015-09-10;1
Yes;Yes;24;Yes;No;Two year;Yes;Automatic; 21,10; 490,65;0;2018-04-27;1
Yes;Yes;70;Yes;No;Two year;No;Automatic; 20,05;1360,25;0;2014-07-17;1
No;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,95; 174,45;0;2020-02-16;0
Yes;Yes;68;Yes;Fiber optic;One year;Yes;Automatic;107,15;7379,80;0;2014-09-15;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,00;  85,00;1;2020-03-17;1
No;No;12;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,55;1021,75;0;2019-04-22;0
