customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date
2749-CTKAJ;Male;No;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 20,15; 419,90;0;2018-06-26
6371-NZYEG;Male;No;Yes;Yes;16;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Two year;No;Mailed check; 64,25;1024,00;0;2018-12-23
7554-NEWDD;Male;No;No;No;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 25,70; 251,60;0;2019-06-21
8992-VONJD;Female;No;No;Yes;13;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; 56,00; 764,55;0;2019-03-23
0867-MKZVY;Female;No;Yes;No;20;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check; 82,40;1592,35;1;2018-08-25
4482-EWFMI;Female;No;No;No; 2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 69,70; 135,20;0;2020-02-16
4648-YPBTM;Male;No;No;No;53;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Automatic; 73,90;3958,25;0;2015-12-09
2907-ILJBN;Female;No;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 20,60; 233,90;0;2019-05-22
6345-FZOQH;Male;No;Yes;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,90;1363,45;0;2014-08-16
3376-BMGFE;Female;No;No;No; 4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 70,90; 273,00;1;2019-12-18
5997-OPVFA;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 89,05;6254,45;0;2014-05-18
3445-HXXGF;Male;Yes;Yes;No;58;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; 45,30;2651,20;1;2015-07-12
1159-WFSGR;Female;No;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check; 20,40; 321,40;0;2018-12-23
7654-YWJUF;Male;No;Yes;No;43;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Automatic; 84,25;3539,25;0;2016-10-04
1875-QIVME;Female;No;Yes;No; 2;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,40; 242,80;1;2020-02-16
6727-IOTLZ;Male;No;Yes;No;14;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check; 81,95;1181,75;0;2019-02-21
0691-JVSYA;Female;No;Yes;No;53;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Automatic; 94,85;5000,20;1;2015-12-09
5918-VUKWP;Female;No;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 20,55; 654,55;0;2017-08-30
1744-JHKYS;Female;No;Yes;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check; 24,70; 780,20;0;2017-07-01
2656-FMOKZ;Female;Yes;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; 74,45;1145,70;1;2019-01-22
2070-FNEXE;Female;Yes;No;No; 7;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Automatic; 76,45; 503,60;1;2019-09-19
5947-SGKCL;Female;No;Yes;Yes;15;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Automatic;105,35;1559,25;0;2019-01-22
3712-PKXZA;Male;No;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 20,55;1252,00;0;2015-04-13
6317-YPKDH;Female;No;No;No; 1;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Automatic; 29,95;  29,95;1;2020-03-17
6582-OIVSP;Female;No;No;No; 1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; 45,30;  45,30;0;2020-03-17
9367-WXLCH;Male;No;No;No; 8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Automatic; 84,50; 662,65;1;2019-08-20
5524-KHNJP;Male;No;Yes;Yes;33;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Automatic; 74,75;2453,30;0;2017-07-31
1918-ZBFQJ;Female;No;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; 79,25;1111,65;1;2019-03-23
1024-GUALD;Female;No;Yes;No; 1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 24,80;  24,80;1;2020-03-17
4827-USJHP;Male;No;No;No;20;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; 51,80;1023,85;0;2018-08-25
8167-GJLRN;Male;No;No;No; 3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check; 30,40;  82,15;0;2020-01-17
0956-SYCWG;Female;No;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; 19,65; 244,80;0;2019-03-23
8017-UVSZU;Female;No;Yes;No;40;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Automatic; 56,60;2379,10;0;2017-01-02
7100-FQPRV;Male;No;Yes;Yes;43;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Automatic; 71,90;3173,35;0;2016-10-04
2472-OVKUP;Male;No;Yes;No; 6;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; 91,00; 531,00;1;2019-10-19
2984-RGEYA;Female;No;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 19,75;1375,40;0;2014-08-16
9680-NIAUV;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Automatic;109,70;8129,30;0;2014-05-18
2146-EGVDT;Male;No;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 19,30;1192,70;0;2015-06-12
2604-IJPDU;Female;No;Yes;No;20;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check; 96,55;1901,65;0;2018-08-25
9178-JHUVJ;Male;No;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 24,10; 587,40;0;2018-04-27
6168-YBYNP;Male;No;No;No;59;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111,35;6519,75;0;2015-06-12
7255-SSFBC;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;112,25;8041,65;0;2014-05-18
3645-DEYGF;Male;No;No;Yes; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 20,75;  20,75;0;2020-03-17
9323-HGFWY;Female;No;Yes;No;27;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Automatic;101,90;2681,15;0;2018-01-27
8544-GOQSH;Female;No;No;No;14;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Automatic; 80,05;1112,30;0;2019-02-21
3363-DTIVD;Male;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check;105,55;7405,50;0;2014-06-17
7018-WBJNK;Male;No;No;Yes;13;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 78,30;1033,95;0;2019-03-23
9142-KZXOP;Male;No;No;No;44;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Automatic; 68,85;2958,95;0;2016-09-04
7674-YTAFD;Female;No;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Automatic; 79,95;2684,85;0;2017-07-31
6348-SNFUS;Male;No;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Automatic; 55,45;4179,20;0;2014-05-18
1285-OKIPP;Male;No;No;No; 1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check; 79,90;  79,90;1;2020-03-17
7825-ECJRF;Female;No;No;No;19;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;106,60;1934,45;1;2018-09-24
1347-KTTTA;Male;No;Yes;No;64;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Automatic;102,45;6654,10;0;2015-01-13
7841-TZDMQ;Male;No;No;No; 2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 46,00;  84,50;1;2020-02-16
4195-NZGTA;Female;No;No;No; 1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; 25,25;  25,25;0;2020-03-17
7157-SMCFK;Male;No;No;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,75;1124,20;0;2015-04-13
4709-LKHYG;Female;No;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; 20,00; 540,05;0;2017-11-28
2504-DSHIH;Male;Yes;Yes;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check; 86,80;1975,85;0;2018-05-27
0699-NDKJM;Female;No;Yes;No;57;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Automatic; 58,75;3437,45;0;2015-08-11
9286-BHDQG;Male;No;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Automatic; 45,25;3139,80;0;2014-05-18
0230-WEQUW;Male;No;Yes;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Automatic; 56,60;3789,20;0;2014-11-14
2040-LDIWQ;Male;No;Yes;Yes;65;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 84,20;5324,50;0;2014-12-14
6496-JDSSB;Female;No;No;No; 8;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 80,00; 624,60;0;2019-08-20
9408-SSNVZ;Female;No;No;No; 4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 70,15; 268,35;1;2019-12-18
4443-EMBNA;Female;No;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 24,75;1836,90;0;2014-06-17
6469-MRVET;Male;No;Yes;Yes; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check; 20,20;  20,20;0;2020-03-17
0742-MOABM;Male;No;Yes;No; 4;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check; 50,05; 179,35;1;2019-12-18
5961-VUSRV;Female;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 19,35; 219,35;0;2019-04-22
6778-JFCMK;Male;No;No;No;24;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Mailed check; 50,60;1288,75;0;2018-04-27
6341-JVQGF;Female;No;Yes;Yes;31;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check; 81,15;2545,75;0;2017-09-29
2232-DMLXU;Female;No;Yes;No; 1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check; 55,20;  55,20;1;2020-03-17
4811-JBUVU;Male;No;No;No;30;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Automatic; 89,90;2723,15;0;2017-10-29
0945-TSONX;Female;No;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Automatic; 85,30;4107,25;0;2016-06-06
2651-ZCBXV;Male;No;No;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Automatic;108,00;5760,65;0;2015-11-09
3316-UWXUY;Male;No;No;No;50;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Automatic; 93,50;4747,50;0;2016-03-08
8937-RDTHP;Male;No;No;No; 1;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check; 84,60;  84,60;1;2020-03-17
7083-MIOPC;Female;No;No;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 20,25;1566,90;0;2014-05-18
1984-GPTEH;Female;No;No;No;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check; 25,15; 702,00;0;2017-11-28
1251-KRREG;Male;No;No;No; 2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; 54,40; 114,10;1;2020-02-16
0621-JFHOL;Female;No;No;No;10;No;No phone service;DSL;No;No;No;Yes;No;No;Two year;Yes;Mailed check; 29,60; 299,05;0;2019-06-21
9903-LYSAB;Male;No;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 73,15;1305,95;0;2018-10-24
0094-OIFMO;Female;Yes;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 95,00;1120,30;1;2019-05-22
9227-UAQFT;Male;No;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,75; 284,35;0;2018-12-23
7301-ABVAD;Female;No;No;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic; 86,60;6350,50;0;2014-05-18
6614-FHDBO;Male;No;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic;109,20;7878,30;0;2014-05-18
7576-ASEJU;Female;No;Yes;Yes;41;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Automatic; 74,70;3187,65;0;2016-12-03
9058-HRZSV;Female;Yes;Yes;No;65;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check; 94,40;6126,15;0;2014-12-14
4522-AKYLR;Female;Yes;No;No;13;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; 54,80; 731,30;0;2019-03-23
0221-WMXNQ;Male;Yes;No;No; 4;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check; 75,35; 273,40;0;2019-12-18
0303-UNCIP;Male;No;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check; 65,00;2531,80;0;2016-12-03
9947-OTFQU;Male;Yes;No;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; 74,40;1074,30;1;2019-01-22
0322-YINQP;Male;No;No;No; 1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check; 48,55;  48,55;1;2020-03-17
0959-WHOKV;Male;No;No;No;42;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check; 99,00;4298,45;0;2016-11-03
4075-JFPGR;Female;No;Yes;No;51;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check; 93,50;4619,55;0;2016-02-07
4629-NRXKX;Female;No;Yes;Yes; 2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; 70,40; 147,15;1;2020-02-16
9514-JDSKI;Male;Yes;Yes;No; 1;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check; 40,20;  40,20;1;2020-03-17
3282-ZISZV;Male;No;No;Yes;32;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Automatic; 83,70;2633,30;0;2017-08-30
3675-YDUPJ;Male;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; 19,85; 193,05;0;2019-06-21
4111-BNXIF;Female;No;Yes;Yes;67;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check; 59,55;4103,90;0;2014-10-15
7017-VFHAY;Female;No;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic;115,10;7008,15;0;2015-04-13
6655-LHBYW;Male;No;No;No;50;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Automatic;114,35;5791,10;0;2016-03-08
4959-JOSRX;Female;No;Yes;No; 2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 44,60;  80,55;1;2020-02-16
5046-NUHWD;Female;Yes;Yes;No;29;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; 45,00;1228,65;0;2017-11-28
7273-TEFQD;Male;Yes;No;No; 3;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; 41,15; 132,20;1;2020-01-17
3606-TWKGI;Male;Yes;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,90;1364,30;1;2019-03-23
7529-ZDFXI;Male;Yes;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; 89,85;4925,35;0;2015-08-11
7605-BDWDC;Female;No;No;No;31;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Automatic; 49,85;1520,10;0;2017-09-29
1950-KSVVJ;Female;No;Yes;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;113,30;5032,25;0;2016-08-05
0123-CRBRT;Female;No;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check; 88,10;5526,75;0;2015-04-13
6292-TOSSS;Male;No;No;No;50;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 24,90;1195,25;0;2016-03-08
3197-ARFOY;Female;Yes;No;No;19;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;105,00;2007,25;0;2018-09-24
6323-AYBRX;Male;No;No;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,35;1099,60;1;2015-06-12
7014-ZZXAW;Female;No;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 24,25;1732,95;0;2014-06-17
4385-GZQXV;Female;Yes;No;No;16;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; 94,45;1511,20;1;2018-12-23
7633-MVPUY;Male;No;Yes;No;57;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Electronic check; 59,75;3450,15;0;2015-08-11
6366-ZGQGL;Male;No;No;No; 1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Automatic; 24,80;  24,80;1;2020-03-17
4716-HHKQH;Male;Yes;Yes;No;20;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;107,05;2172,05;0;2018-08-25
5940-AHUHD;Male;No;No;No; 1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check; 70,60;  70,60;1;2020-03-17
6432-TWQLB;Male;No;Yes;No; 5;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check; 85,40; 401,10;1;2019-11-18
4484-GLZOU;Female;No;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,05;5624,85;1;2016-01-08
3179-GBRWV;Male;Yes;Yes;No;21;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Automatic; 64,95;1339,80;0;2018-07-26
8645-KWHJO;Male;No;No;No;14;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; 55,00; 771,95;0;2019-02-21
4130-MZLCC;Female;No;No;No; 5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Automatic; 50,55; 244,75;0;2019-11-18
0314-TKOSI;Female;No;No;No; 6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check; 55,15; 322,90;0;2019-10-19
8229-MYEJZ;Female;No;No;No;10;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check; 51,20; 498,25;0;2019-06-21
2080-SRCDE;Female;No;No;Yes; 1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 25,40;  25,40;0;2020-03-17
9577-WJVCQ;Female;No;No;No;68;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check; 54,45;3687,75;0;2014-09-15
9512-UIBFX;Male;No;Yes;Yes;18;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check; 95,15;1779,95;1;2018-10-24
6202-DYYFX;Female;No;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Automatic; 76,00;1783,60;0;2018-06-26
3808-HFKDE;Female;No;No;No;20;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 44,35; 927,15;0;2018-08-25
5583-SXDAG;Male;No;Yes;No; 1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; 70,00;  70,00;1;2020-03-17
3488-PGMQJ;Male;Yes;No;No; 8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; 74,50; 606,55;1;2019-08-20
3580-REOAC;Male;No;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 44,85; 435,40;1;2019-06-21
7534-BFESC;Male;Yes;No;No;24;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 76,10;1712,70;1;2018-04-27
3727-OWVYD;Male;No;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check; 61,20;2021,20;0;2017-06-01
2294-SALNE;Male;No;Yes;Yes;23;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;No;Mailed check; 86,80;1940,80;0;2018-05-27
4847-TAJYI;Female;Yes;No;No; 6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 89,35; 567,80;0;2019-10-19
1563-IWQEX;Female;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,70; 220,35;0;2019-04-22
8203-XJZRC;Male;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 20,25;  20,25;0;2020-03-17
6556-DBKZF;Female;No;Yes;Yes;71;Yes;No;Fiber optic;No;No;Yes;No;No;No;Two year;No;Electronic check; 76,05;5436,45;0;2014-06-17
6851-WEFYX;Male;Yes;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,80;3437,50;0;2017-06-01
2985-JUUBZ;Male;No;Yes;Yes;40;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; 74,55;3015,75;0;2017-01-02
6390-DSAZX;Female;No;No;Yes; 1;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check; 73,60;  73,60;1;2020-03-17
0895-LMRSF;Male;No;No;No;23;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Automatic; 64,90;1509,80;0;2018-05-27
8098-LLAZX;Female;Yes;No;No; 4;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 95,45; 396,10;1;2019-12-18
8266-VBFQL;Male;No;No;No; 4;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check; 90,40; 356,65;0;2019-12-18
8181-YHCMF;Female;No;Yes;Yes;68;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic; 60,30;4109,00;0;2014-09-15
2240-HSJQD;Male;No;No;Yes;38;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; 81,85;3141,70;0;2017-03-03
1248-DYXUB;Male;No;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 24,80;1229,10;0;2016-01-08
0265-EDXBD;Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 74,90;2303,35;1;2017-08-30
4115-BNPJY;Male;No;Yes;Yes;29;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check; 75,55;2054,40;0;2017-11-28
3167-SNQPL;Male;Yes;Yes;Yes;38;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;101,15;3741,85;0;2017-03-03
4091-TVOCN;Male;No;No;Yes;48;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Automatic; 78,75;3682,45;0;2016-05-07
1098-TDVUQ;Female;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Automatic; 19,25;  19,25;0;2020-03-17
7277-OZCGZ;Female;No;No;No;22;Yes;No;Fiber optic;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check; 89,05;1886,25;0;2018-06-26
1557-EMYVT;Female;No;No;No;43;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic;115,05;4895,10;0;2016-10-04
2799-ARNLO;Female;Yes;Yes;No; 5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 69,35; 341,60;0;2019-11-18
